0.1,0,1.132568359375,191.429443359375
0.1,1,1.120361328125,177.60302734375
0.1,2,1.123779296875,1331.2900390625
0.1,3,1.130615234375,208.6103515625
0.1,4,1.107177734375,2511.710693359375
0.1,5,1.138671875,182.140869140625
0.1,6,1.114501953125,386.127685546875
0.1,7,1.126708984375,148.43359375
0.1,8,1.1123046875,154.9453125
0.1,9,1.109619140625,143.241455078125
0.2,0,1.287353515625,188.54345703125
0.2,1,1.273681640625,143.257080078125
0.2,2,1.2783203125,157.8955078125
0.2,3,1.28759765625,145.228759765625
0.2,4,1.2822265625,142.7578125
0.2,5,1.286376953125,143.260986328125
0.2,6,1.277099609375,169.9736328125
0.2,7,1.296875,149.50390625
0.2,8,1.282470703125,138.58837890625
0.2,9,1.291015625,140.283203125
0.3,0,1.499755859375,148.360107421875
0.3,1,1.5224609375,157.8046875
0.3,2,1.515869140625,164.647705078125
0.3,3,1.53564453125,145.933837890625
0.3,4,1.525146484375,143.41455078125
0.3,5,1.533447265625,166.00537109375
0.3,6,1.531005859375,135.378662109375
0.3,7,1.5458984375,143.45947265625
0.3,8,1.521240234375,162.3515625
0.3,9,1.528076171875,140.94970703125
0.4,0,1.8974609375,149.771728515625
0.4,1,1.9091796875,168.47265625
0.4,2,1.92919921875,251.44189453125
0.4,3,1.898193359375,143.5224609375
0.4,4,1.90478515625,151.922119140625
0.4,5,1.92041015625,167.045654296875
0.4,6,1.950439453125,147.0830078125
0.4,7,1.8779296875,147.05517578125
0.4,8,1.888916015625,180.757080078125
0.4,9,1.8896484375,161.096923828125
0.45,0,2.2001953125,147.7109375
0.45,1,2.17431640625,161.680419921875
0.45,2,2.1171875,157.369140625
0.45,3,2.152587890625,150.5078125
0.45,4,2.17919921875,163.154296875
0.45,5,2.22021484375,150.607421875
0.45,6,2.175048828125,151.782958984375
0.45,7,2.179443359375,160.431640625
0.45,8,2.134033203125,146.368408203125
0.45,9,2.21533203125,153.348876953125
0.5,0,2.521240234375,175.674560546875
0.5,1,2.52490234375,177.048095703125
0.5,2,2.555419921875,191.1884765625
0.5,3,2.4990234375,169.938232421875
0.5,4,2.52392578125,178.9970703125
0.5,5,2.609619140625,167.1220703125
0.5,6,2.525634765625,179.425048828125
0.5,7,2.48974609375,180.779052734375
0.5,8,2.5068359375,177.2265625
0.5,9,2.49560546875,145.987060546875
0.55,0,2.91552734375,149.13671875
