0.1,1.120215,189.290771
0.2,1.29165,64.907959
0.3,1.53064,70.172119
0.4,1.886694,73.491309
0.45,2.180957,72.858594
0.5,2.489551,178.275732
0.55,3.012207,180.908447
0.6,3.643579,213.142334
0.65,4.631812,218.614722
0.7,6.125098,236.536646
0.75,8.717065,270.570752
0.8,13.325635,351.483984
0.85,23.800928,551.600952
0.9,52.003394,883.728418
0.95,217.531519,3602.382813
